act, ear, blade, afternoon, zinc, degree, flag, quarter, tin, grade, angle, ship, hot, caption, prison, mitten, knife
f4, 28, 0, -7184.968750, riddle, 28435825, 0, 1, 0, 0, -0.000031, 1702, 1, 26.033905, E, 0, 13196120412095036
1, 4, -2606, -1606.147461, bite, 49933697, 1, 1, 1, 0, 426.437073, 58373, 0, 0.001373, }, 0, 466838620280854587
7, 5, 26425, 0.026367, form, 7259791, 0, 1, 0, 0, 0.000031, 11, 0, -0.014923, I, 1, 163538460848109
f8, 5, -10303418, -41125.336914, bomb, 569, 1, 1, 0, 1, 100.696503, 57, 1, 0.821808, S, 0, 8092160312526064
82, 15, 56057, 0.104492, , 120, 1, 1, 0, 1, -0.001129, 238, 0, -164.019348, >, 0, 1522764294506780749
c7, 1, -826, 0.062012, linen, 97918574, 1, 0, 1, 1, 7.448608, 1533, 0, -0.001373, Q, 1, 24856470763880
f9, 4, 294303, 0.002441, pull, 207, 1, 1, 1, 0, -9.364685, 210, 0, 19024.666016, }, 1, 1251039051726432
0, 51, 57144, -5.642090, fold, 1447025, 1, 0, 1, 0, -157.310272, 3768, 1, -0.067444, S, 1, 15515
fe, 13, -2, -250.920410, finger, 1914138989, 0, 0, 1, 0, 0.000061, 1442, 1, 0.000000, ., 1, 6320503284
ff, 31, 25728, -71927.628418, chain, 207, 0, 0, 0, 0, 1.000000, 48, 1, -4872.620605, n, 0, 3
0, 1, -1917391, -787.935547, trail, 1, 0, 1, 0, 1, 0.000275, 686, 0, 1.411713, f, 0, 5771577
2, 4, 108, 8727.005859, vein, 1329676278, 1, 0, 0, 0, 0.002167, 38, 0, 67.882996, i, 0, 1202950366
ff, 0, -1, 157.915039, shame, 31735900, 0, 0, 1, 0, 0.134003, 850, 1, -1262.661743, 6, 1, 34188668702953676
12, 1, -124890, 0.004883, , 7109394, 1, 1, 0, 0, -57.138092, 2246, 0, 0.000092, S, 1, 40507596933798235
f5, 24, 3735, 1.000000, power, 285, 1, 0, 1, 0, 84.207825, 6417, 0, 0.037170, z, 1, 64498
ff, 5, 69869704, 0.026367, form, 6, 1, 1, 0, 0, -42.495544, 104, 0, -0.014923, 9, 0, 11057553924760120354
1, 4, 92228530, -71927.628418, grip, 20390, 0, 1, 0, 0, 5213.847168, 280, 0, -10359.169922, ?, 1, 27443061006521779
3, 10, -6356414, 146.805176, brush, 31826, 1, 0, 0, 0, 190.712860, 444, 1, 3.915497, ^, 0, 164665236380
ff, 12, 36504196, -1.139648, oil, 13493, 0, 0, 1, 0, 0.000031, 10875, 0, 0.209686, R, 1, 0
f9, 12, -259324, 130162.087891, truck, 14836, 1, 0, 0, 0, 0.363220, 1, 1, 61.499695, 2, 0, 233073395408819715
fb, 5, -105774536, -122.301270, shade, 285, 0, 1, 0, 1, 0.000183, 14, 1, 0.037170, t, 1, 1
f5, 5, -1768, 7808.246582, chain, 285, 1, 0, 1, 1, 0.001068, 1, 0, 0.037170, z, 0, 64498
1, 17, -1, -0.011719, jump, 592147, 0, 1, 1, 1, -63.815857, 0, 1, 0.000458, l, 0, 4975908418
f9, 25, -317736659, -248606.477051, , 61555798, 1, 0, 1, 1, 2.037567, 1873, 1, 10.245361, P, 0, 8813270533410861836
fb, 0, -41675, -0.095703, ice, 671128, 1, 0, 0, 1, -0.000977, 1989, 1, 0.000153, s, 1, 61035605155
c, 1, -69972452, 518.822754, potato, 90379069, 1, 0, 0, 1, 0.242859, 983, 0, -0.001373, I, 0, 24856470763880
ff, 56, 77876614, -0.863770, pull, 968847218, 1, 0, 0, 0, 26828.994141, 2005, 0, 0.003723, (, 1, 493080669
fa, 209, -10434691, 13645.636230, window, 148, 1, 1, 1, 0, -1537.444702, 197, 0, -0.318207, ~, 1, 1041402408
64, 1, 11, 487.752930, apples, 140796515, 1, 1, 1, 0, -6.486298, 17006, 0, 0.000061, X, 1, 905662919402
fb, 3, -41675, 3152.121582, plant, 671128, 0, 1, 0, 0, -0.000977, 2, 1, 0.000153, s, 1, 61035605155
fe, 131, -2317, -0.249023, fruit, 95704, 1, 1, 0, 1, 0.000031, 35, 0, -14.832977, F, 1, 5276486138
4, 4, 0, -0.050781, weight, 7891, 1, 0, 0, 1, 0.000000, 2, 0, -7.425720, ;, 1, 208245903702
fb, 3, -57241827, 0.004395, shade, 16725050, 1, 0, 0, 0, 0.684357, 14, 0, 0.023956, t, 1, 1007
0, 76, -5568, 115456.819824, smash, 2267579597, 1, 1, 1, 1, -0.018921, 1, 1, 7085.411621, r, 0, 13602263908718881
e2, 5, -3249, 15.639648, expert, 343946, 1, 0, 1, 1, -0.002289, 12, 1, -0.005707, &, 0, 729110
50, 121, 9976, -0.004883, , 6617800, 1, 1, 0, 0, -0.017181, 19, 1, -3.554504, Q, 1, 40657
fb, 14, -66488003, -787.935547, crown, 16348982, 0, 0, 1, 0, 0.239319, 31, 0, 2.977478, m, 0, 5771577
ff, 6, 8818331, 25134.737305, lift, 1619895, 1, 1, 0, 1, 4.644226, 7095, 0, -1.382843, q, 1, 419145473201806
1, 8, 17349, -0.458984, cook, 61, 0, 1, 0, 1, 2.568329, 14, 0, -0.000000, c, 0, 4513073899393671
ff, 204, -188320, -0.024902, range, 3, 0, 0, 1, 0, -470.235474, 121, 0, 0.012329, q, 0, 290420383066088680
fa, 14, 0, -25.331055, apples, 2, 0, 0, 1, 1, 0.308868, 11, 0, -43.537201, (, 1, 97
f4, 22, -102, 95353.108398, bomb, 223, 0, 1, 1, 0, 0.003632, 25569, 1, 35.958862, E, 1, 439676
9, 59, -1620370991, -419062.500000, tooth, 277761728, 1, 0, 0, 1, 0.000000, 176, 1, -9.570374, o, 1, 4136205237176
d1, 59, 77876614, -0.863770, lawyer, 1604433, 0, 1, 1, 0, 2861.352295, 14903, 0, 0.001801, (, 1, 231468437624656
0, 30, 50028, 0.268555, kite, 1329676278, 1, 0, 0, 0, 1022.146484, 26, 0, 67.882996, s, 1, 1202950366
3, 62, 0, -86.340820, snails, 21761, 0, 1, 1, 0, -0.153107, 1016, 0, 0.005859, C, 0, 11170568122437
fd, 209, 17667045, 13645.636230, window, 148, 0, 1, 1, 1, 0.013611, 2917, 0, -0.318207, ~, 1, 1041402408
d, 1, -50, -0.088379, stove, 2, 0, 0, 0, 1, -0.719238, 899, 1, -53.894409, k, 1, 14889365358
0, 107, -61458064, -0.371094, bottle, 578, 0, 1, 1, 1, 0.037231, 0, 1, 0.017792, 4, 1, 127546816967058
7, 9, 26425, 23282.607422, order, 0, 0, 0, 0, 1, 1.000000, 21, 1, -0.014923, I, 1, 163538460848109
fc, 6, 48, 23663.832520, beast, 137, 1, 1, 1, 1, -7575.985840, 47, 0, 8.118317, M, 0, 2211109942256226308
2, 23, 123, 0.000000, story, 255402, 0, 1, 1, 1, 6330.988281, 206, 0, -28324.619141, i, 1, 6
6, 1, -32, 0.000488, stream, 11970, 1, 1, 0, 1, 3529.732178, 9, 0, -114.364807, X, 1, 2151453917669
f5, 31, 52003, 0.000977, lift, 1619895, 1, 1, 1, 0, -4.190613, 24, 1, -1.382843, y, 1, 2233775083068641
ff, 123, -16949554, 0.076660, liquid, 223, 0, 0, 1, 1, -5.221649, 11202, 0, -0.000061, k, 1, 959
ea, 2, -76218, -0.007324, rings, 100, 0, 0, 0, 1, 30.090729, 1350, 1, -0.002350, g, 1, 26729643
c2, 73, 10642, 0.003906, town, 2057156, 0, 0, 1, 1, 0.437073, 1116, 0, 0.329163, Z, 1, 6115284360326742594
0, 102, 9976, -0.004883, animal, 25000696, 1, 1, 1, 0, -6.131500, 908, 1, -2.600311, ^, 0, 700059620127689
ff, 0, 160212494, 0.011719, sugar, 127130, 0, 1, 0, 0, -0.063293, 144, 0, -0.000458, l, 0, 24
ee, 30, -1044, -3.889160, toy, 214, 1, 0, 1, 0, 1022.146484, 26, 0, 67.882996, P, 0, 50360372
f, 120, 17349, 341148.198730, knee, 61, 0, 1, 0, 1, 0.183167, 1, 0, -0.000000, c, 0, 4513073899393671
f9, 25, 24815987, -175141.267578, drawer, 61555798, 0, 1, 1, 0, 2.037567, 10, 1, 10.245361, P, 0, 24743
d, 7, -66000625, -0.035156, owner, 829168488, 0, 0, 0, 0, -0.005524, 328, 1, -53.894409, D, 1, 14889365358
f1, 1, -10434691, -0.006836, dust, 3660, 1, 1, 1, 0, 0.000946, 54, 1, -0.414886, +, 1, 42002765
ff, 51, 113597521, 0.065918, name, 103779, 0, 1, 0, 1, 809.859558, 287, 1, -0.044952, O, 1, 465480427
3, 62, 0, -86.340820, snails, 21761, 0, 1, 1, 0, 0.487488, 1016, 0, 0.005859, C, 0, 11170568122437
6, 5, -191134, 0.102051, house, 11, 0, 1, 1, 0, -38.658936, 0, 1, -0.000122, &, 0, 1238704171
2, 15, -1, -245149.272461, milk, 46, 0, 1, 0, 0, 0.330811, 86, 0, -13.188568, !, 1, 1
0, 13, -5679767, -0.001953, sack, 31735900, 0, 1, 1, 0, 5.650146, 36, 1, -1262.661743, L, 0, 100238586964
fc, 5, -2, 184.309082, throne, 51988, 0, 0, 1, 0, 0.005066, 4995, 0, -1903.828003, M, 1, 163152350009
f4, 22, -1928655, -7184.968750, bucket, 28435825, 1, 1, 0, 0, -0.000031, 1702, 1, 26.033905, E, 1, 1726472576337
fb, 5, 161061, 0.015137, house, 11, 0, 1, 1, 1, -3707.112061, 722, 1, -0.000122, &, 0, 127234202
ff, 26, -1, -233771.273438, thumb, 127130, 1, 1, 0, 0, -0.063293, 102, 0, -0.000458, l, 1, 5246616403148597509
ff, 55, -2132, 130162.087891, basket, 13855, 0, 0, 0, 0, 0.003632, 2, 0, 35.958862, e, 0, 237109792
ff, 4, 25728, -71927.628418, chain, 3, 1, 1, 0, 0, 0.109741, 1418, 1, -10359.169922, u, 0, 1933089341
0, 3, -3, -0.005859, pickle, 25000696, 1, 1, 1, 1, 869.907227, 440, 0, -2.600311, ^, 0, 700059620127689
c3, 6, -197, -0.122559, cable, 525273188, 1, 1, 0, 0, 16202.113281, 0, 0, -3038.020996, 7, 0, 6713775
0, 0, 0, 3510.816895, lock, 671128, 0, 1, 1, 0, -1587.807739, 1472, 1, 0.000153, $, 1, 27392632777282509
fc, 122, 37267, -101608.802734, bed, 1722654, 0, 1, 1, 1, 18.204895, 7, 1, 1.000000, Q, 1, 1460
9, 59, 141, -419062.500000, power, 277761728, 1, 0, 0, 0, 0.000031, 0, 1, -9.570374, o, 1, 260994015154003781
fd, 88, -2606, -1606.147461, bite, 49933697, 1, 1, 1, 1, 2861.352295, 0, 0, 0.001373, }, 1, 231468437624656
d1, 88, -1090654, 0.000977, team, 3767, 0, 1, 0, 1, 2861.352295, 14903, 0, 0.001801, F, 0, 231468437624656
8d, 11, -31, -14038.241211, , 5370502, 1, 0, 0, 0, -0.011993, 176, 1, -0.000031, x, 1, 3665984
0, 23, -86087, -2402.072266, sack, 1548137872, 0, 1, 0, 1, -0.000793, 31960, 1, 22147.376953, N, 1, 92
0, 80, 57144, 193.527832, fold, 18225421, 1, 0, 0, 0, 1.221924, 2, 1, -0.204132, W, 0, 15515
fe, 2, 991093546, 0.789062, elbow, 7351293, 1, 0, 1, 1, 0.000336, 89, 1, 162.815735, N, 0, 261443610492870
ff, 2, 4, -2088.671875, tail, 206620709, 0, 0, 1, 1, -102.540100, 0, 0, 182.370911, e, 0, 998698475025686563
d, 7, -66000625, -0.035156, tiger, 829168488, 0, 0, 0, 1, -152.813782, 1822, 1, -53.894409, D, 1, 14889365358
2, 5, 63, 15603.848633, horn, 3944, 1, 1, 1, 1, 0.000183, 8, 1, -0.000793, 8, 1, 903516521606404517
2, 3, -1415546, 38.208496, guitar, 465502355, 0, 0, 1, 0, -157.310272, 3768, 1, -0.067444, 7, 0, 8435798993066506887
6, 1, -32, 0.000488, pest, 11970, 1, 1, 0, 0, -0.000092, 9, 0, -114.364807, X, 1, 2151453917669
12, 12, -751183173, 207354.741699, rest, 7109394, 1, 1, 0, 1, -0.000000, 3959, 0, 0.000092, S, 0, 44196561
f8, 62, 1056095571, 4.386230, star, 3915, 1, 0, 0, 1, 0.024231, 3, 0, 0.318695, L, 1, 543804478386865
fa, 56, -1938, -0.006836, record, 7386996, 0, 0, 1, 1, -1275.769409, 2917, 1, -0.414886, K, 0, 90
