act, ear, blade, afternoon, zinc, degree, flag, quarter, tin, grade, angle, ship, hot, caption, prison, mitten, knife
fd, 7, -4, -0.000488, marble, 2000, 0, 0, 1, 0, 0.000397, 383, 1, 0.000031, 4, 1, 59507113048460431
f2, 3, -1, 0.421387, veil, 62627, 1, 1, 0, 0, 0.003662, 7594, 0, 0.000000, %, 0, 3385353540524
ea, 3, 6, 0.000000, meal, 999, 0, 0, 0, 0, 0.001587, 24, 0, -0.000000, 1, 0, 7179571713009468052
fa, 0, -916197, 0.286133, hair, 33659, 0, 1, 1, 0, -1951.315796, 1, 0, -0.000000, S, 0, 26183054129855878
fa, 0, -916197, 0.286133, dime, 33659, 1, 1, 1, 0, 0.027618, 5, 0, -0.000000, S, 0, 26183054129855878
3a, 3, -1594, 46.207520, , 563932983, 0, 1, 0, 1, 10.763062, 12, 1, -0.000000, 9, 0, 1300
3a, 0, -1594, 46.207520, meal, 563932983, 0, 0, 0, 1, -0.000000, 4, 1, -0.000000, 9, 0, 603238430943507997
c5, 138, 115312, 0.431152, whip, 2792, 0, 1, 0, 0, 1.255219, 562, 1, 0.000000, N, 1, 8021985891
c5, 138, 115312, -2.566406, bird, 2792, 1, 1, 0, 0, 1.255219, 92, 1, 0.000000, N, 0, 993793898958
8c, 5, 254297, -2665.009766, park, 176108, 1, 1, 1, 0, 0.000031, 12915, 1, 0.000000, ), 0, 34363298257
8c, 5, -452809504, -2665.009766, band, 176108, 1, 1, 1, 0, -1716.708252, 7, 1, 0.000000, ), 0, 744610628634
f6, 136, -7831494, 459872.204590, lumber, 808, 0, 0, 1, 0, 0.005554, 315, 1, -0.000000, 7, 0, 479312785673138347
0, 1, -12393404, -7146.516113, cats, 6, 1, 0, 1, 1, 0.017639, 28, 1, -0.000000, ;, 1, 127914574369941479
0, 0, -13487, 16216.373047, cobweb, 6, 1, 0, 1, 0, -1.994904, 3, 1, -0.000000, ;, 0, 1068407412082808959
d, 0, -139131, -13850.878418, clouds, 41, 1, 0, 0, 1, -0.041351, 1005, 0, -0.000031, |, 0, 19466277
ff, 0, 274845, -125166.899902, story, 139720429, 1, 1, 1, 1, 0.000031, 266, 0, -0.000031, r, 1, 33071
1a, 2, 4006501, 71763.034180, class, 571507303, 0, 1, 0, 1, -0.000031, 7918, 1, -0.000031, *, 1, 189600481145205411
1a, 2, 4006501, -0.000488, class, 571507303, 1, 1, 0, 1, -114.530945, 10, 1, -0.000031, *, 1, 189600481145205411
1a, 2, -8, -0.000488, body, 571507303, 1, 1, 0, 1, 2.214325, 109, 1, -0.000031, y, 1, 5467565109840144
1a, 2, -8, -0.000977, body, 571507303, 0, 0, 0, 1, 1.000000, 109, 1, -0.000031, y, 1, 5467565109840144
0, 146, -697350, 37.365723, celery, 1, 1, 1, 0, 0, -0.007538, 133, 0, -0.000092, 4, 1, 23
9, 0, 27168, -318859.367676, skirt, 54563756, 0, 0, 1, 0, 0.082947, 1, 0, -0.000092, x, 0, 1722106244759897
fb, 25, 117424587, -4.810059, stamp, 812740, 1, 1, 1, 1, -768.742615, 22, 0, -0.000092, a, 1, 490387451398412629
0, 4, -73, 0.001953, offer, 27053, 1, 0, 1, 1, 0.022217, 8674, 0, -0.000092, W, 1, 1246631447
8, 0, 3765, 1.950195, , 234, 0, 0, 1, 0, 0.187103, 56, 0, -0.000092, e, 0, 5
8, 0, 3, 14202.769043, clock, 234, 0, 0, 1, 0, 0.187103, 1785, 0, -0.000092, e, 1, 209766189828873
1, 5, 2170190, 0.000000, bread, 0, 0, 0, 1, 0, 11.658936, 8, 1, -0.000092, &, 0, 1462356
fc, 8, -6140, 1207.943848, clouds, 877273167, 1, 0, 0, 1, -0.998016, 326, 1, -0.000153, $, 1, 22505038305
fc, 27, 51, 1207.943848, clouds, 877273167, 1, 0, 0, 0, -0.998016, 326, 1, -0.000153, $, 1, 22505038305
fc, 78, 50009, -0.006348, horn, 877273167, 1, 1, 0, 1, 0.000031, 19, 1, -0.000153, r, 1, 56671776979
fc, 0, 50009, -1135.428223, clouds, 877273167, 1, 0, 0, 0, 0.123505, 64, 1, -0.000153, r, 0, 22505038305
fe, 2, 1382761552, -208996.418945, rod, 611, 1, 1, 0, 0, 2731.047852, 47447, 0, -0.000183, !, 0, 173488
1, 6, 300349, 0.006348, dock, 0, 1, 1, 0, 1, -28.847839, 0, 0, -0.000183, ^, 0, 154
1, 154, -95095, 3.909180, hall, 0, 1, 1, 0, 0, -0.118378, 9, 0, -0.000183, ^, 0, 4151389268
fa, 14, -6361704, 0.000000, bird, 8176, 1, 0, 0, 0, 0.056946, 15, 0, -0.000244, I, 0, 52421
fa, 1, -1, 0.000000, bird, 8176, 1, 0, 0, 0, -0.000427, 8049, 0, -0.000244, I, 0, 29123926
f0, 246, -82388, -0.030273, doll, 450, 1, 0, 0, 1, 0.636536, 23, 1, -0.000244, 0, 1, 1721
fa, 13, -1, 0.000000, bird, 335, 0, 0, 1, 1, -0.000427, 287, 1, -0.000244, F, 1, 27
fe, 150, 7040, 38.097656, home, 170854702, 1, 0, 1, 1, -0.037476, 12, 0, -0.000305, X, 1, 224482931372264
f0, 150, -143740, -3404.357910, home, 170854702, 1, 0, 1, 0, 0.703522, 12, 0, -0.000305, X, 1, 1721
a6, 0, -25, -46360.660156, cup, 1805, 0, 1, 1, 0, -0.663879, 25804, 0, -0.000305, :, 1, 1902059468596094960
a6, 0, -25, -46360.660156, boot, 1805, 0, 1, 1, 0, -964.868225, 25804, 0, -0.000305, :, 1, 1902059468596094960
f4, 161, -29, 18.302246, can, 216, 0, 0, 1, 0, 3.916992, 821, 0, -0.000458, z, 1, 1687
76, 26, -12723, 0.105469, seed, 7130, 1, 0, 0, 1, 1.526031, 0, 0, -0.000519, !, 0, 3820
23, 2, -12723, -3177.027832, part, 145, 0, 1, 0, 1, 1.526031, 355, 0, -0.000519, H, 0, 51925
76, 83, -12723, 0.105469, seed, 7130, 1, 1, 1, 0, 1.526031, 55, 0, -0.000519, !, 1, 407
0, 65, 2, -0.105957, hands, 145, 0, 1, 0, 1, -0.653137, 320, 0, -0.000641, H, 1, 159824087
fe, 59, 1074211483, 0.575195, hands, 331, 1, 0, 1, 1, -0.653137, 320, 1, -0.000641, I, 1, 159824087
2, 0, -1160167, 0.000000, stream, 1, 1, 1, 1, 0, -2653.324219, 8178, 0, -0.000854, 6, 0, 119
11, 90, 3, -0.007812, move, 1, 1, 0, 1, 1, -144.716278, 246, 0, -0.000854, F, 1, 63155319
2, 0, 3, 2.050293, stream, 1, 1, 1, 1, 1, 0.000000, 1, 1, -0.000854, d, 0, 63155319
2, 9, 3, 37.654785, cellar, 1, 0, 1, 1, 1, -3966.596680, 1, 1, -0.000854, d, 0, 63155319
f4, 1, 6140, 1706.777832, juice, 346400, 0, 0, 1, 1, -0.000305, 246, 0, -0.000946, F, 0, 106112
a1, 2, -3033, 640.479004, locket, 31634221, 1, 1, 1, 0, 0.002869, 12, 1, -0.001038, S, 1, 4589
0, 26, 2, -150370.955078, animal, 2452, 0, 1, 0, 0, 0.000031, 1, 0, -0.001251, r, 1, 4313778177442077087
f8, 104, -192, -0.003418, ducks, 53, 1, 1, 0, 1, -1311.978027, 1263, 1, -0.001373, ;, 1, 69739312750
7, 28, -15698, 0.000488, fold, 879, 0, 1, 1, 1, -312.213318, 123, 0, -0.001587, $, 1, 9
7, 79, -15698, 0.000488, fold, 879, 0, 1, 1, 1, 0.038605, 6328, 0, -0.001587, $, 1, 9
7, 4, -47, -0.106445, bulb, 45, 0, 1, 0, 1, 0.038605, 1, 1, -0.001587, +, 1, 90164566554
e1, 1, -15698, 0.282227, fold, 879, 0, 0, 1, 0, 0.022095, 2428, 0, -0.001770, >, 1, 4144233734488
7, 5, -25, -0.069824, twist, 336, 1, 0, 1, 1, 4250.903809, 2, 0, -0.001770, Z, 1, 5047484
3, 2, 1849, -10621.447754, fork, 14355, 1, 1, 0, 0, 0.137970, 1709, 0, -0.001892, F, 1, 1
5, 11, 1, 1.963867, power, 6, 0, 0, 0, 1, 0.000732, 973, 0, -0.002563, S, 0, 1925387004
5, 2, 1, -0.001953, tree, 63900969, 1, 0, 1, 0, -0.000763, 22, 0, -0.002563, n, 1, 227822275066215876
fd, 46, 39, 1.963867, , 703, 1, 0, 1, 1, 0.014832, 56, 0, -0.002563, _, 1, 1925387004
ff, 2, 75763, 0.332031, sheep, 27467, 1, 1, 0, 1, 0.000122, 1559, 1, -0.002991, I, 1, 6114053771
3, 2, -6027904, 1722.747559, birds, 27, 1, 1, 1, 1, -0.000031, 113, 0, -0.003113, T, 0, 15913385963053205
f9, 7, 439018, 0.001465, start, 27, 0, 1, 0, 0, -0.000031, 156, 1, -0.003113, :, 0, 1
3, 0, 9586286, -113.116211, nation, 1, 0, 0, 0, 1, -14709.201172, 113, 1, -0.003113, P, 0, 211
0, 82, -52, 169846.403320, , 1, 0, 0, 0, 1, -14709.201172, 0, 0, -0.005463, +, 0, 399
0, 82, -52, 7405.667969, , 128838, 1, 1, 0, 1, -0.132416, 0, 1, -0.005463, !, 0, 4
f3, 96, -978527328, 7405.667969, cord, 2081392632, 1, 0, 0, 0, -0.132416, 1894, 0, -0.009918, d, 0, 474970362696252659
ff, 96, 25987, -902.123535, river, 156337462, 1, 0, 1, 0, -0.000214, 35, 1, -0.009918, 6, 0, 8908506944713840611
8, 1, -129, 0.016113, work, 29618, 0, 0, 0, 1, -123.642548, 6, 1, -0.012451, h, 0, 352110504138858124
a0, 2, -14239, 129807.685059, action, 60472, 0, 0, 0, 1, 24.553253, 22, 1, -0.012756, E, 1, 3875389
9, 15, 1, 1446.319824, snails, 17579078, 1, 0, 1, 1, 7639.710938, 308, 1, -0.013214, w, 1, 758493852140077509
1, 242, 180, 0.027832, friend, 0, 1, 0, 1, 0, 0.000031, 636, 0, -0.017181, r, 0, 1305
1, 102, 180, -669.550293, growth, 0, 1, 0, 1, 0, -0.000366, 1, 1, -0.017181, r, 0, 1305
1, 242, 180, 0.027832, yak, 0, 1, 0, 1, 1, 0.000031, 9, 1, -0.017181, r, 0, 1305
e9, 9, -104717689, -803.511719, dime, 16733445, 1, 0, 1, 0, 0.004761, 636, 1, -0.018921, B, 1, 48839
fe, 2, -1, -18.281250, , 13619, 0, 1, 0, 1, 71.115112, 20, 0, -0.025848, p, 1, 8500861111082
fe, 11, -1, -18.281250, , 13619, 0, 0, 0, 0, 71.115112, 34, 0, -0.025848, p, 1, 8500861111082
ff, 1, -143090, 50540.311035, moon, 2, 1, 1, 1, 1, -3166.664551, 302, 0, -0.027130, @, 1, 958507787160643222
0, 195, 533, 402093.399902, cork, 142612581, 1, 0, 1, 1, -0.880157, 699, 1, -0.027130, 4, 0, 138445532
0, 1, 146357, -159726.229492, moon, 142612581, 0, 0, 1, 0, -0.880157, 62, 1, -0.027130, 4, 1, 138445532
ff, 3, -1041161468, 9213.000000, wave, 2, 1, 1, 0, 1, -3166.664551, 325, 0, -0.037506, @, 0, 958507787160643222
12, 83, -99300, -0.983398, plant, 43486194, 0, 0, 0, 1, -0.000000, 1, 0, -0.047546, C, 0, 53912501882885628
12, 83, -59159280, 0.030762, doctor, 43486194, 1, 0, 1, 1, -0.000092, 0, 0, -0.047546, 4, 0, 53912501882885628
12, 9, -38253, -0.983398, plant, 43486194, 0, 0, 1, 0, 7.008301, 1, 0, -0.047546, 4, 0, 53912501882885628
fe, 3, -11, -0.000488, floor, 158, 0, 1, 1, 1, 0.003693, 44, 0, -0.051483, >, 1, 79850
a, 20, 213996, -11.166504, battle, 777640270, 0, 1, 1, 1, -4037.062256, 9, 0, -0.107025, <, 1, 3730064615
c9, 2, 3365806, -0.651855, plough, 28, 0, 0, 0, 0, 0.001312, 2, 0, -0.132721, *, 0, 1572002530348856731
b4, 2, 160758, -0.651855, cannon, 28, 0, 0, 0, 1, 0.001312, 2, 0, -0.132721, c, 0, 197525359982
b4, 6, 160758, -0.308105, pen, 28, 0, 0, 0, 1, -0.000763, 427, 0, -0.132721, c, 1, 197525359982
24, 5, 69, 512.597656, , 658734, 0, 1, 0, 0, -0.005554, 14990, 0, -0.139832, <, 1, 16176
fc, 105, -41469470, 512.597656, , 658734, 0, 1, 0, 1, 0.000031, 3, 0, -0.139832, <, 1, 16176
1, 94, 1029412, -0.013672, cannon, 1, 0, 1, 1, 1, 0.000427, 14955, 0, -0.157135, #, 0, 631781
1, 94, 1029412, -0.013672, cannon, 1, 0, 1, 1, 1, 23046.781250, 14955, 0, -0.157135, #, 0, 631781
ff, 14, -97178032, 0.000977, sort, 269054574, 0, 1, 0, 1, 1.000000, 1327, 0, -0.195007, H, 0, 14
1, 14, -97178032, 8.227051, sort, 269054574, 0, 0, 0, 1, 1.000000, 6160, 1, -0.195007, H, 0, 14
fc, 1, 34, -0.062500, chin, 18016471, 0, 1, 1, 1, 59.307220, 1327, 0, -0.216064, D, 0, 61146858694637253
fc, 1, 34, -0.062500, truck, 18016471, 0, 1, 1, 0, 59.307220, 1327, 1, -0.216064, D, 1, 1467
fc, 1, 34, -0.062500, sleet, 18016471, 1, 1, 1, 0, 822.064819, 51, 1, -0.216064, D, 1, 1467
11, 2, -196, 0.000000, hope, 2340944, 0, 1, 0, 1, -2998.676270, 2, 0, -0.279968, K, 0, 89691
34, 5, 327518, 4588.174805, use, 164, 0, 1, 1, 0, -0.405518, 11, 1, -0.279968, {, 0, 1661589222
c, 147, -197, 0.000000, fowl, 787, 0, 1, 0, 1, -5.949982, 0, 0, -0.380096, =, 0, 75695
c, 1, -3, 73955.335938, , 11303, 0, 1, 1, 1, -0.321198, 6842, 1, -0.380096, c, 1, 2524123
fb, 23, -17, 0.054199, horses, 411144892, 0, 1, 1, 1, -0.241638, 117, 0, -0.399841, W, 0, 14784377
8, 3, 147, 117015.701172, jeans, 6072, 1, 1, 0, 1, 1276.794800, 6, 1, -0.426880, &, 0, 45937
f3, 24, 2437737, -15.910645, , 10464, 1, 0, 1, 1, 3.492035, 156, 0, -0.448730, =, 0, 81
18, 120, 90852357, 42.941895, coil, 144922118, 1, 0, 1, 1, 0.000427, 14, 0, -0.635345, ], 1, 0
3e, 101, -3772, 338.175781, test, 2625880, 0, 1, 1, 0, -376.792236, 15, 0, -0.635345, ], 1, 32924638982856
e2, 120, -3772, -0.000977, test, 144922118, 1, 0, 1, 0, 0.123016, 15, 1, -0.635345, ], 1, 32924638982856
3e, 101, 7265, 338.175781, dust, 2625880, 0, 1, 1, 0, -135.945892, 21700, 0, -0.706177, Y, 1, 2011716263562059562
e, 10, -903176095, -29.583984, sheep, 13694857, 1, 1, 0, 0, 0.209930, 0, 1, -0.747131, H, 1, 14
fb, 10, 1, 22635.105469, tongue, 13694857, 0, 1, 0, 1, 0.209930, 1, 1, -0.747131, H, 1, 14
f1, 13, 11, -742.224609, car, 38708, 0, 1, 0, 0, -0.200836, 7083, 1, -0.957825, *, 1, 9217235
c2, 13, 11, -2.790527, scent, 120, 1, 1, 0, 1, -23.257751, 13203, 1, -0.957825, =, 1, 9217235
c2, 13, 11, -742.224609, scent, 120, 0, 0, 0, 1, -0.000488, 1, 1, -0.957825, =, 1, 9217235
e0, 2, 0, 0.073730, potato, 704865539, 0, 0, 0, 1, -28680.511719, 3517, 0, -1.111877, |, 0, 4
c2, 3, 1570, -2.790527, plot, 704865539, 0, 0, 0, 1, -282.698364, 36570, 0, -1.111877, |, 1, 66706417
fe, 41, -12096286, 45974.252930, crow, 16033, 1, 1, 0, 0, 3848.093506, 13, 0, -1.297821, o, 1, 387234091232
fe, 29, -12096286, 45974.252930, crow, 16033, 0, 0, 0, 0, 3848.093506, 245, 1, -1.297821, o, 0, 75581
db, 40, 52260, 0.140625, sofa, 127, 1, 0, 0, 0, 13991.091797, 656, 0, -1.639191, 1, 0, 1338564549999635
e0, 238, 37, 3358.020508, thing, 453, 1, 1, 0, 1, 452.927856, 5571, 0, -1.772614, f, 0, 12541218264
ff, 12, 37, -7361.986816, plant, 309, 1, 1, 1, 1, -0.000031, 3896, 1, -1.772614, q, 0, 7212919
e3, 40, 487126, -7361.986816, board, 309, 1, 1, 1, 0, -0.883881, 340, 1, -2.221313, q, 1, 579705
4, 14, -763703783, 1174.382324, bat, 7, 0, 0, 0, 1, -0.000122, 2, 1, -3.763672, /, 1, 23890512
4, 26, -763703783, -0.000488, hook, 7, 0, 0, 0, 1, -0.017944, 2, 1, -3.763672, /, 0, 879995424498020
ff, 14, -292269, -0.359375, bat, 7, 1, 0, 0, 1, -24.051788, 62151, 1, -3.763672, =, 1, 424444399173842719
4, 1, 1630, -0.060059, wrench, 7, 1, 1, 0, 1, 10445.150391, 3894, 1, -3.763672, K, 0, 121
2b, 0, -52791979, 4.266602, tooth, 307, 0, 1, 1, 0, 1.268707, 64222, 1, -3.852631, =, 1, 6063063413
1, 17, -52791979, -75914.378906, , 307, 1, 1, 1, 0, -0.000000, 62151, 1, -3.852631, =, 1, 6063063413
0, 1, 57721954, -19276.295898, , 14048324, 0, 0, 1, 1, 99.082520, 87, 1, -4.590942, u, 1, 129597933856055136
e7, 8, 150, -90898.690918, quince, 73166, 0, 0, 1, 1, -0.053925, 7, 1, -5.300873, Z, 1, 2969
40, 2, -241180, 0.227539, humor, 182519120, 0, 1, 0, 1, 0.029755, 17462, 1, -7.075500, H, 1, 1794
40, 1, 735564, -224628.322266, cry, 182519120, 0, 0, 0, 1, 7835.008301, 4, 1, -7.075500, H, 1, 3575828093499
40, 2, 735564, 0.000000, scarf, 182519120, 0, 0, 0, 0, -3.849426, 1, 1, -7.075500, H, 1, 3575828093499
f2, 3, -504458, 0.000000, music, 527, 1, 0, 1, 0, -0.000244, 251, 0, -7.433899, B, 1, 360603126947837
f, 1, 7, 0.000488, wealth, 15145319, 0, 1, 0, 1, 3.532501, 0, 1, -7.633301, #, 1, 4260813173487
f, 1, 7, 0.000488, feast, 15145319, 0, 1, 0, 1, 0.000000, 0, 1, -7.633301, #, 1, 4260813173487
f8, 3, 15702516, 0.000488, clocks, 15145319, 0, 1, 0, 1, 3.532501, 8096, 1, -7.633301, #, 0, 4260813173487
f8, 117, 564, 0.001465, clocks, 15145319, 0, 1, 0, 1, -0.208344, 7, 1, -7.633301, &, 0, 4260813173487
0, 3, -1237363, -0.000977, , 1, 0, 0, 0, 0, -0.008575, 438, 0, -11.598724, Z, 1, 2043662
ff, 1, -16342948, 0.010254, market, 1, 1, 0, 0, 0, -401.961670, 438, 0, -11.598724, Z, 0, 881
1, 0, -27892908, -2249.883789, parcel, 137141, 1, 1, 1, 1, -747.439697, 2801, 0, -14.047882, H, 1, 210
1, 0, -27892908, -0.202148, record, 137141, 0, 0, 1, 0, 0.000336, 3403, 0, -14.047882, H, 0, 531842931645057502
1, 0, -27892908, -0.202148, zoo, 137141, 1, 0, 1, 0, -747.439697, 2801, 0, -14.047882, H, 0, 531842931645057502
31, 39, 376049, -559.344727, ocean, 1901759, 0, 1, 1, 0, 0.000000, 1, 0, -14.701477, B, 1, 5912865741
ff, 0, -1, -6025.744629, love, 10, 0, 0, 0, 0, 0.043762, 8, 0, -17.202454, n, 0, 1393
2, 10, -37, -7165.841309, root, 139498267, 0, 0, 0, 0, 4.335846, 56990, 0, -22.318329, R, 0, 8177015181
2, 10, -37, -7165.841309, stitch, 139498267, 0, 0, 0, 1, 0.000031, 3068, 0, -22.318329, R, 1, 8177015181
f9, 10, 17874, 0.007324, waste, 201177058, 0, 0, 1, 0, -0.010468, 3068, 0, -22.318329, 4, 0, 85531407506251002
15, 40, 939278175, -39.615234, man, 30387798, 1, 0, 1, 0, -0.086304, 3, 1, -27.431824, K, 0, 0
e5, 0, 68639, 375043.650391, club, 6, 0, 1, 0, 1, -0.015442, 61, 0, -29.055817, 5, 1, 15652239191528
fe, 5, 12, -4.381348, shelf, 2924, 0, 1, 0, 0, -71.151031, 1, 0, -33.179352, P, 1, 7863865246645
e4, 5, 12, 8.493652, sky, 110814, 0, 1, 0, 0, 3.792877, 1, 0, -35.401642, u, 1, 1846821177935
1, 3, -82793420, 3.408203, fruit, 110814, 0, 0, 0, 0, 0.371490, 421, 1, -35.401642, n, 0, 112323
ff, 1, 0, -0.000488, arch, 627478, 1, 0, 0, 1, 4861.535645, 30, 0, -51.266174, 6, 0, 365633191565663383
3, 27, -352415, -0.000488, meat, 627478, 1, 1, 1, 0, -2.445526, 305, 0, -51.266174, Q, 0, 2
ff, 27, 413698395, -0.000488, fang, 627478, 0, 0, 1, 0, 0.000214, 177, 0, -51.266174, Q, 0, 211165117937215505
ff, 27, -1329, -0.000488, meat, 627478, 0, 0, 1, 0, -8105.200195, 18224, 0, -51.266174, Q, 1, 211165117937215505
ff, 27, 413698395, -0.000488, fang, 627478, 0, 0, 1, 0, 1482.922119, 177, 1, -51.266174, Q, 1, 211165117937215505
3, 4, -82793420, 175876.334961, garden, 627478, 0, 1, 1, 0, -0.186493, 421, 1, -51.266174, n, 0, 2
0, 1, -6127530, -271.894531, arch, 2, 1, 0, 0, 1, 20515.705078, 1476, 1, -51.805298, 6, 0, 365633191565663383
d9, 1, 1265776, 11610.432129, cat, 3195, 1, 0, 1, 1, 20515.705078, 172, 1, -51.805298, :, 0, 509313629
1, 104, -2833570, -1987.395996, hair, 975402285, 0, 0, 1, 1, 1786.284790, 1670, 0, -54.458069, 5, 0, 25
b, 25, 9, -0.000488, crown, 11895, 0, 1, 0, 1, -22.166351, 22, 1, -59.215118, K, 1, 1
b, 222, -368389, -0.227051, unit, 87, 1, 0, 1, 1, -0.001221, 549, 1, -59.215118, K, 0, 126424341167529080
e9, 192, -926217, 0.000000, zipper, 25, 1, 0, 0, 1, -0.092377, 8, 0, -69.237915, ], 1, 830623975125921
f7, 54, 191, -16247.325684, wax, 13, 1, 1, 0, 0, 0.000580, 54, 0, -69.237915, ], 1, 104890032
3c, 0, 5, 1.000000, self, 106888250, 0, 0, 1, 0, 1515.553223, 43, 0, -85.140167, $, 1, 45128327346535957
3c, 19, 226485142, 1.000000, crack, 106888250, 0, 0, 0, 1, -155.744537, 43, 1, -85.140167, =, 1, 45128327346535957
26, 10, 4, -124461.540039, noise, 809561420, 1, 1, 0, 0, -7.374756, 100, 0, -87.771118, ;, 0, 3
e7, 83, 4, -30.862793, table, 809561420, 0, 1, 0, 0, 1515.553223, 100, 1, -87.771118, ;, 0, 130232
fc, 92, -33717275, -0.003906, cactus, 681, 1, 0, 0, 0, -0.735107, 502, 1, -116.100708, $, 1, 14938243
f6, 14, -2651, 179.007812, quince, 159912864, 1, 0, 0, 1, -0.260162, 2600, 0, -121.118561, e, 0, 32023548619706
2c, 14, -2651, 179.007812, rock, 406068, 1, 1, 0, 1, 0.000122, 2600, 1, -181.373169, ~, 1, 40933296894978
2c, 63, 7456, 139.834473, rock, 406068, 1, 1, 0, 1, -10147.778320, 24, 1, -181.373169, ~, 1, 40933296894978
6, 61, -3122547, -258490.572266, locket, 561, 0, 0, 1, 0, -0.000183, 23, 1, -203.410400, $, 1, 109443132642
ff, 11, 81408326, 57.541992, plot, 36225, 1, 1, 0, 0, 1006.041809, 12353, 1, -207.068268, o, 0, 20426298030066498
ff, 11, 81408326, 0.001465, value, 36225, 1, 1, 0, 1, 6.540009, 0, 1, -207.068268, o, 0, 20426298030066498
7, 12, -4, 1.435059, orange, 2, 1, 0, 1, 0, -0.000153, 1416, 0, -356.652496, h, 1, 1599020907204
7, 14, -3789125, 1.435059, push, 601, 1, 0, 0, 0, -213.005310, 2085, 1, -356.652496, 0, 1, 1599020907204
7, 1, 3447393, 1.435059, crack, 2, 1, 1, 1, 1, -0.000061, 63, 1, -356.652496, h, 1, 1599020907204
7, 1, 3447393, 1.435059, crack, 2, 1, 1, 1, 1, -21483.574219, 5, 1, -356.652496, h, 1, 1599020907204
7, 1, 3447393, 1.435059, crack, 2, 1, 1, 1, 1, -0.000061, 5, 1, -356.652496, h, 1, 1599020907204
1a, 5, -34, -0.062012, sun, 31583, 0, 1, 0, 0, -0.307373, 0, 0, -381.778259, w, 0, 252054468719850015
fe, 45, 10271, -14295.650391, straw, 0, 0, 1, 1, 0, 3.237244, 122, 1, -401.331879, 9, 0, 21109966
0, 12, -1469605980, -32399.971680, porter, 0, 0, 0, 0, 0, -0.000122, 790, 0, -418.327942, #, 1, 5707672858
d8, 1, 92433231, 7.028320, jeans, 320257, 0, 1, 0, 0, -26.215576, 118, 0, -441.467163, A, 0, 4295740
f6, 42, -32, 8.346191, store, 90, 0, 0, 0, 1, -0.000031, 6, 0, -507.933777, w, 1, 73403178323
f4, 3, 1140399387, 0.001465, rail, 23, 0, 0, 0, 1, -0.000031, 4409, 0, -507.933777, w, 1, 20960815
0, 0, 7, -0.099609, shoes, 147028110, 0, 0, 1, 0, -0.000031, 26, 0, -1159.885986, v, 1, 18921370317768349
0, 0, 7, -0.099609, crack, 147028110, 0, 0, 1, 0, -97.090454, 7, 0, -1159.885986, v, 1, 18921370317768349
0, 0, 7, -0.099609, , 147028110, 0, 0, 1, 0, 31.599426, 7, 0, -1159.885986, v, 1, 15224158335293089226
f4, 3, 1140399387, 0.001465, copy, 147028110, 1, 1, 1, 1, -0.000031, 4409, 0, -1159.885986, v, 0, 18921370317768349
ff, 7, 0, -0.000488, roof, 192, 0, 1, 1, 1, -0.000031, 0, 1, -2313.165039, 2, 1, 1
ff, 117, 0, 0.008301, noise, 192, 1, 0, 1, 0, 46.881348, 1754, 1, -2313.165039, 2, 1, 1079559
ff, 0, 0, -95.271973, size, 192, 1, 0, 1, 0, 429.248108, 0, 1, -2313.165039, 2, 0, 200958239894
0, 20, -231, -159.268066, goose, 192, 0, 1, 1, 1, -0.000031, 237, 1, -2313.165039, 3, 1, 6762278
ff, 27, -74, -95.271973, tax, 192, 0, 1, 1, 0, 429.248108, 0, 1, -2313.165039, 8, 0, 200958239894
ff, 20, -231, -159.268066, mass, 192, 1, 0, 1, 1, -0.000031, 237, 1, -2313.165039, I, 1, 811124814482726
fd, 7, -7540, -15998.999023, cannon, 43, 1, 0, 1, 1, -0.106659, 22, 1, -3822.532471, B, 0, 12029
fd, 1, -859, 117.459473, wire, 43, 1, 0, 1, 0, -457.844696, 1, 1, -3822.532471, B, 0, 12029
fd, 1, -7540, -2.671875, wire, 43, 1, 0, 1, 0, -457.844696, 4868, 1, -3822.532471, B, 1, 12029
5, 1, 21, 0.411621, , 16175, 0, 1, 1, 0, 0.008514, 29, 1, -5421.118164, {, 0, 1949051178387748490
5, 197, 21, -7989.981934, , 16175, 0, 1, 1, 1, -4016.912598, 25328, 1, -5421.118164, {, 0, 1949051178387748490
fe, 129, -27751818, -0.027832, , 1, 1, 0, 1, 0, -0.006805, 3850, 0, -5610.832520, b, 1, 5109420866
c3, 14, 24709780, -27518.843262, hour, 11, 1, 0, 0, 1, -470.635345, 1, 0, -7075.092773, 7, 1, 1029
16, 10, 13692907, -0.010254, order, 11, 1, 0, 1, 0, -470.635345, 2531, 0, -7075.092773, 7, 1, 624032574132
ae, 45, 1044983, 41.317871, join, 3724, 0, 1, 0, 0, -3919.029541, 13, 0, -7216.279785, 3, 1, 103364
6, 14, -3, -353.261719, shade, 76, 0, 0, 0, 1, -18483.087891, 7, 0, -8446.553711, ?, 1, 284276362
0, 185, 261942911, -12648.966797, shade, 244779, 0, 0, 0, 0, -0.000305, 85, 1, -8446.553711, ?, 1, 3449101632015479525
0, 15, 7775797, -25.169922, chairs, 442491, 0, 0, 0, 1, 0.106476, 1991, 0, -10166.529297, v, 0, 985
0, 1, 14, 1714.379395, ducks, 442491, 0, 1, 0, 1, 203.838715, 36887, 1, -10166.529297, v, 1, 8276460412256044855
a, 2, 136187, 0.613770, chairs, 708373859, 0, 1, 1, 0, 0.106476, 9, 0, -13019.259766, d, 0, 985
