act, ear, blade, afternoon, zinc, degree, flag, quarter, tin, grade, angle, ship, hot, caption, prison, mitten, knife
6, 11, -728687, 21487.195312, thing, 23, 0, 1, 0, 1, 0.004120, 4651, 0, 53.390167, T, 0, 4199035
ff, 1, 242, 23146.816406, lace, 7, 0, 1, 0, 0, -0.000000, 100, 0, -0.309387, [, 1, 6319
4, 6, 0, -45.071289, loss, 14, 0, 0, 1, 1, -235.171387, 6, 1, 0.003204, T, 0, 128967
f8, 0, -439704, 0.053223, horses, 1, 1, 0, 0, 0, -49.746490, 275, 0, 0.000031, S, 0, 1416739
0, 12, -2, 444.500488, bomb, 110, 0, 0, 0, 1, 1525.782227, 60, 1, 0.008179, l, 0, 12
fd, 10, -119, 255.835449, tank, 1, 0, 0, 0, 1, 0.000000, 77, 1, -65.757477, ?, 0, 29033
ff, 3, -1978232, -0.726074, vest, 30639, 1, 1, 1, 1, 208.547974, 13038, 1, 4504.419922, X, 0, 67913
0, 10, -1, 0.000000, cloth, 15691, 0, 1, 1, 0, 501.498657, 37, 0, -0.000854, x, 1, 5
f4, 40, -64474, 0.000977, air, 207, 1, 0, 0, 1, -0.153168, 2108, 0, 0.002106, g, 0, 126
fe, 94, 63047, 0.045898, unit, 3, 0, 1, 1, 0, 1.000000, 20, 1, 0.000427, D, 0, 0
ce, 14, 247, -0.000488, poison, 8, 1, 0, 1, 0, -22674.917969, 5, 1, -0.029022, {, 0, 0
ff, 2, 19478, 20715.287109, head, 1628, 1, 1, 0, 0, 0.379211, 3, 1, 0.340729, e, 0, 29410253
56, 0, -1059, -12.344727, year, 0, 1, 1, 0, 0, 0.003326, 7, 1, 0.340729, |, 1, 29410253
1, 15, 39, 162.055664, bath, 2, 0, 1, 1, 1, 0.310547, 204, 0, 0.145142, $, 1, 3025
fa, 0, -203786, -1088.896973, amount, 43922, 1, 1, 0, 1, -0.000092, 1119, 0, -604.636963, q, 1, 58075161
f9, 195, 84660, 255.835449, tank, 5, 1, 0, 1, 1, -0.002930, 6, 1, -63.407471, -, 1, 29033
fc, 6, 2131, -0.025391, wire, 44, 1, 1, 1, 1, -0.000183, 695, 1, 0.115570, W, 1, 17041
c, 82, -702, -0.001953, copy, 3, 0, 1, 0, 0, -0.010590, 79, 0, -0.228333, X, 1, 246188
ff, 0, 3, -0.005371, grip, 55556, 1, 0, 1, 1, -0.000427, 7151, 1, -1.996307, S, 1, 8262369
ff, 3, -4, -0.000977, nest, 0, 0, 1, 1, 0, 815.334473, 70, 1, -4.564880, M, 1, 3073219
3, 1, 473054, 0.044922, jewel, 599, 1, 1, 1, 1, 0.626282, 1, 0, -0.000275, %, 1, 3
ff, 2, 0, -7.818359, porter, 11600, 1, 1, 0, 1, -1262.404785, 153, 1, 0.211304, ^, 1, 762
f2, 3, 495, 0.000977, food, 24, 0, 1, 1, 1, -0.177917, 53570, 1, 18.156891, e, 1, 19081049
0, 5, -879079, 0.095703, cactus, 1, 0, 1, 1, 0, -3.212402, 2, 1, 0.001709, K, 0, 15537937
2, 9, -95877, -0.000977, drum, 3, 1, 0, 1, 1, 49.995483, 542, 1, -0.803436, ;, 1, 31267205
fe, 0, 11513, -0.004395, neck, 22, 0, 1, 1, 1, 662.392639, 1832, 0, 874.006775, 0, 0, 6051
fe, 74, -191, -0.000977, gate, 8, 0, 1, 0, 0, 423.590698, 70, 1, -4.564880, y, 1, 758333
d0, 3, 204, -0.153320, desk, 38, 0, 1, 0, 0, 0.000122, 1, 1, 0.000031, H, 1, 40633
fb, 50, 67162, -1920.848145, quartz, 288, 0, 1, 0, 0, -16599.500000, 8690, 0, -0.005646, {, 1, 11
0, 15, 15780, -9076.601562, liquid, 7564, 0, 1, 0, 0, -0.033173, 6647, 1, -18.693695, C, 1, 756
3, 100, -239196, -0.003906, lead, 5, 1, 1, 1, 1, -0.002289, 1, 0, -3022.799561, 8, 1, 158
ff, 0, -2, -0.000488, tongue, 3, 1, 0, 0, 0, -0.200226, 0, 1, -0.003235, J, 0, 956314373
0, 0, -235, 14.524414, nose, 180, 1, 1, 1, 1, -13708.932617, 1, 1, 0.049286, &, 0, 0
fc, 2, 234, -6.229492, dress, 3, 0, 0, 1, 1, 0.000061, 19, 0, -0.002411, J, 0, 624203
db, 0, 11513, -1592.602051, stone, 22, 0, 0, 1, 1, 29.561096, 5164, 0, 874.006775, 0, 0, 6051
ef, 15, -447224, 8.398438, locket, 377, 1, 0, 1, 1, 7425.390625, 27304, 1, -24.255035, v, 1, 12558
fe, 18, -119, -71.845703, hill, 27919, 0, 1, 1, 0, 0.069580, 2, 0, -232.475159, /, 1, 56
fe, 58, 242, -45727.906250, church, 8586, 0, 1, 1, 0, -18877.261719, 474, 1, -0.309387, p, 0, 3
ff, 49, -2, -998.237793, bread, 6211, 1, 0, 1, 0, 0.000214, 0, 1, -0.003235, $, 0, 956314373
4, 53, -25, 23.655762, thrill, 4, 1, 1, 0, 1, 6636.527832, 91, 1, -6.033112, +, 0, 27
f0, 1, -354, -0.061035, bit, 1336, 1, 0, 1, 1, 0.032715, 1, 1, -1.252899, /, 1, 128
0, 119, 1, 0.256836, night, 6, 0, 0, 0, 0, -0.006927, 13989, 0, -0.019104, z, 0, 49193
3, 3, -2, -2.856934, bed, 83, 0, 0, 0, 1, 0.005920, 25017, 1, 0.593964, Q, 0, 4
0, 2, 4, -88.297852, shirt, 12, 1, 1, 1, 0, -0.067383, 28, 1, -114.099640, l, 0, 161
2, 0, -52, -621.178711, heat, 1, 0, 0, 0, 0, -0.000061, 29, 1, 1.000000, |, 0, 300390750
ba, 14, 0, 1.952148, shoes, 2808, 1, 1, 0, 0, 0.000031, 13, 0, -0.125885, L, 0, 2
fb, 7, -665570, -0.035645, name, 11600, 1, 1, 0, 0, -0.005798, 153, 0, 0.211304, ^, 1, 762
3, 119, 30, 2577.656250, night, 6, 1, 0, 1, 0, -0.000031, 13989, 1, -0.019104, !, 0, 1479
0, 44, -29, 0.000000, amount, 110, 0, 0, 0, 0, -0.242706, 6452, 1, 0.008179, l, 0, 12
3, 54, -40, 113710.984375, lead, 5, 1, 1, 1, 1, 0.000061, 79, 0, -3022.799561, 8, 0, 158
5, 100, 5255, 0.000977, battle, 0, 1, 1, 0, 1, -4981.556152, 25, 0, 0.000854, C, 0, 121
0, 3, -42566, -4.513672, bike, 1, 1, 1, 0, 0, 0.140625, 6, 0, -0.000031, 0, 0, 216850
a0, 1, 18951, 175.583496, home, 5451, 1, 1, 0, 1, -1.144196, 30887, 1, -0.006226, v, 1, 2723
0, 31, 3, 67.275391, bike, 1, 0, 1, 0, 0, 0.017883, 4988, 0, -0.000031, 0, 0, 128225847
fe, 77, -40086, -46.369629, cheese, 165, 0, 1, 1, 1, -0.000092, 22, 1, 0.094971, e, 0, 4699688
ff, 6, 0, 0.003418, spade, 5, 0, 0, 0, 0, -20.963257, 44780, 0, -0.000031, +, 1, 3
f3, 6, -203786, -1088.896973, sheep, 27919, 1, 1, 1, 1, -0.000092, 1119, 0, -297.495605, N, 1, 435908464
19, 1, -28464, 0.325684, pump, 11, 1, 1, 0, 1, -0.000397, 4843, 1, 1.936279, 8, 0, 3619
66, 61, 2544, -73.041992, scale, 18, 0, 1, 0, 1, -0.000946, 194, 0, 0.019257, j, 1, 485185846
1, 5, 0, -0.005859, slip, 13623, 0, 1, 0, 1, -229.620544, 129, 0, -0.001038, X, 1, 3569
7, 39, -889, 21487.195312, trip, 23, 1, 0, 0, 1, 0.002106, 1, 1, 53.390167, T, 0, 13563
fc, 6, -113723, -0.025391, army, 1, 1, 0, 1, 0, 0.000153, 6306, 0, 0.115570, W, 0, 25915
f5, 8, -158, 0.003418, store, 0, 0, 1, 0, 0, -4981.556152, 12, 0, 0.000946, C, 0, 10984
fe, 0, -2, 0.055664, hands, 27919, 0, 0, 0, 1, -0.010498, 573, 1, -297.495605, /, 1, 435908464
f, 1, 1221235, 0.027344, door, 51, 1, 1, 0, 1, 0.000183, 0, 0, 5277.035156, Z, 0, 20
3, 26, -237849, -4.770996, teeth, 51, 1, 1, 0, 1, -3.716156, 3869, 0, 5277.035156, Z, 0, 2903
f7, 147, 19478, -121.674316, head, 18310, 1, 1, 0, 1, 19215.394531, 43080, 1, 0.452545, T, 0, 50
ff, 0, -395, -0.000488, grip, 55556, 0, 0, 1, 0, 0.000000, 125, 0, -1.996307, S, 1, 8262369
43, 61, -964, 0.017090, church, 34429, 0, 0, 1, 1, 0.459686, 16, 0, 1495.428833, k, 0, 106
0, 1, -354, -0.095703, cactus, 1, 0, 0, 0, 0, -3.212402, 5, 0, 0.001709, >, 0, 6
1a, 35, -54649, -0.018555, books, 744, 1, 1, 0, 0, -0.704926, 29458, 0, 0.015381, 9, 0, 56748381
50, 31, -607736, 863.684082, trip, 195, 1, 1, 1, 0, 0.923859, 93, 1, 46.997406, }, 1, 1656
f, 17, 0, 400.842773, unit, 1519, 0, 1, 1, 0, -2.005341, 16, 0, 5.427673, l, 0, 134274
45, 5, -1, -0.021973, guide, 72, 1, 1, 0, 0, 5.444366, 493, 0, 25.167480, E, 1, 5
0, 6, 63700, 0.001465, sign, 111, 0, 0, 0, 0, 0.213959, 22, 0, 0.000214, H, 0, 434724
99, 19, -2828575, 9.007812, metal, 1, 0, 0, 0, 0, 0.457672, 333, 1, 278.294281, 6, 0, 295216
0, 61, -206886, -0.000488, start, 3683, 1, 1, 1, 0, -3.765259, 664, 1, 0.000061, W, 1, 25175
e4, 86, -34267, -2.882812, parent, 6852, 1, 1, 1, 1, 0.315155, 1, 0, 0.000061, }, 0, 288
b, 31, 109, -71.845703, quiet, 2, 1, 1, 1, 0, 0.001587, 3, 1, -220.356079, U, 0, 191186697
ff, 1, 31, -0.000488, wood, 75, 1, 0, 1, 1, -0.016235, 2, 0, -0.000275, %, 1, 3137
1, 156, -1, -3.119629, limit, 0, 0, 1, 0, 0, 10082.878906, 1384, 1, 0.003876, ;, 1, 4
1, 1, 79100, 24.685547, slave, 8657, 0, 1, 1, 0, -938.425171, 980, 1, 0.093903, 5, 0, 3508
ff, 2, -1, -25772.230469, thumb, 20277, 0, 0, 0, 1, -2819.624268, 7088, 1, -0.000061, !, 0, 257531030
0, 76, 3001, 2140.193359, dog, 835, 1, 0, 0, 1, -523.052002, 463, 1, 59.098389, X, 1, 329
4, 10, -6097, -242.041016, bubble, 8, 0, 1, 1, 0, -2.654083, 883, 0, -6.033112, L, 1, 1382
b0, 7, 5, -0.002930, level, 1, 1, 1, 1, 1, 5.753967, 1017, 1, -51.427429, _, 1, 0
fa, 44, 3311827, -1088.896973, amount, 21, 1, 1, 0, 1, 0.001312, 1119, 1, -604.636963, q, 1, 252770162
8c, 71, 1285335, 0.000000, memory, 1, 0, 1, 1, 1, -10759.149414, 11, 0, -1281.444214, m, 1, 3672365
4, 49, -93, 0.000488, cough, 3, 1, 1, 1, 1, 1.000000, 15945, 1, 0.000427, D, 0, 0
ff, 1, 1, 4.497070, rate, 6, 0, 1, 0, 1, -0.231049, 1363, 0, 1.762024, z, 0, 92844509
15, 15, -247, -0.080078, nest, 602, 0, 1, 1, 0, 0.864227, 137, 0, 120.162079, ., 1, 24
fb, 28, 94039, -2.410156, heat, 22, 1, 0, 1, 1, 1336.918091, 56, 0, 0.135773, c, 0, 1
ff, 109, 1670366, -43.797363, pen, 38218, 0, 0, 1, 1, 340.896240, 494, 1, 3104.780273, 4, 0, 231555279
1, 35, -13391, 0.000488, market, 3, 1, 1, 0, 1, -0.010590, 63696, 0, -0.261017, p, 1, 27428
d5, 0, 1285335, 0.000000, burst, 79, 1, 1, 1, 1, -10759.149414, 11, 0, -1767.432495, Y, 1, 3672365
99, 1, 116, -3253.446289, metal, 1, 0, 0, 0, 1, 0.457672, 15, 1, 278.294281, 6, 0, 295216
ff, 5, -879079, 0.095703, arm, 1, 0, 1, 1, 0, 0.003418, 2, 0, 0.001709, K, 0, 15537937
0, 12, -2, -0.098145, memory, 110, 0, 0, 0, 1, 0.322235, 0, 1, 0.008179, l, 0, 12
ff, 78, 0, -30589.101562, reward, 1519, 0, 0, 1, 0, -0.177917, 1012, 0, 5.427673, _, 1, 19081049
ee, 2, -80858, -541.564453, frogs, 876, 0, 0, 1, 0, 1525.782227, 1395, 1, 0.008057, *, 0, 29998893
ff, 3, 5542, 35.195801, vest, 1, 0, 0, 1, 0, 0.006348, 4, 0, 4504.419922, J, 0, 67913
ff, 1, -2083717, -28.517578, zephyr, 3, 0, 1, 1, 0, -0.000092, 22, 0, 0.094971, e, 0, 4699688
2, 50, -1226083, -57.136230, crush, 113, 1, 1, 1, 0, 475.226135, 4662, 0, -0.005646, k, 1, 13318
1, 3, 47414, -26169.132812, eyes, 87, 1, 1, 1, 1, 0.737610, 377, 1, 0.919647, Y, 1, 117950
fd, 19, -4010, -1.883789, field, 1, 1, 1, 1, 1, -5.366211, 2, 1, 40.691162, h, 1, 613985479
7, 5, 25264, -1027.932129, jar, 0, 1, 0, 0, 1, 0.001678, 8, 1, -0.124786, _, 1, 49502346
fe, 36, -15, -7254.027344, jewel, 64, 0, 0, 1, 0, -60.557770, 32, 0, -0.782104, o, 1, 133151110
c8, 35, 48232, 874.822266, fish, 572, 0, 0, 1, 0, 0.566498, 11447, 0, -7812.766602, Z, 0, 40
e, 3, 41, 0.028320, eyes, 3083, 1, 1, 0, 0, 0.000671, 63, 1, 0.766449, 5, 1, 123
5, 21, 2, -26564.007812, vase, 13773, 1, 0, 1, 0, 0.054474, 17947, 1, 47.164337, n, 1, 170760
3, 59, -3390436, -0.014648, memory, 12702, 0, 1, 1, 0, -0.000916, 1494, 0, 1108.393066, (, 1, 2
ff, 0, -1470, 423.318848, eye, 2808, 1, 1, 0, 1, 0.001740, 0, 0, -0.125885, z, 0, 16557045
2, 1, 1458217, -46740.839844, frog, 15917, 1, 0, 1, 0, -0.000061, 0, 1, 1.000000, |, 1, 4822
ff, 9, -3442274, 1.000000, parcel, 3, 1, 1, 1, 1, 0.437622, 244, 1, -0.996857, l, 1, 73749240
bc, 2, 11, 6.624023, boat, 1, 0, 0, 1, 0, 5.805542, 679, 0, -154.278564, ), 1, 914506
1, 3, 49, -10583.679688, wing, 0, 0, 1, 0, 1, -0.226166, 7088, 1, -0.000061, g, 1, 7339
0, 0, -3, -1.758789, lawyer, 4102, 1, 0, 0, 1, -159.657349, 58, 1, -0.000031, 4, 1, 71338519
fd, 11, -4, 0.015137, bag, 1014, 0, 0, 0, 0, -0.000000, 409, 1, -28419.396484, j, 0, 3697
19, 1, -28464, 0.325684, pump, 11, 1, 1, 0, 1, -26634.255859, 4843, 1, 1.936279, 8, 0, 3619
2, 0, -2, -63815.750000, kick, 1, 0, 1, 1, 0, -33.361450, 121, 0, -1.155457, B, 1, 1372641086
fe, 6, 0, -242.041016, hat, 8, 0, 1, 0, 0, -2.654083, 883, 0, -5.247101, y, 1, 1649832
ff, 0, -17, 7.083008, crayon, 1, 1, 0, 0, 0, -0.012512, 203, 0, -42.390717, f, 0, 1391928595
16, 8, 28, 0.000000, girl, 0, 1, 1, 1, 1, 21.926636, 1940, 0, -25.405823, 9, 0, 45700527
3, 99, -125, -0.998535, dog, 12702, 0, 0, 1, 1, 0.000122, 55, 1, 1108.393066, (, 1, 2
1, 105, -13391, 0.558594, mist, 3, 1, 1, 0, 0, 1.940796, 63696, 0, -0.261017, p, 1, 27428
d0, 3, 29038, -0.000488, screw, 508, 0, 1, 1, 1, -0.044647, 25816, 0, 0.000031, &, 1, 435
1, 18, 3005109, -0.040527, jewel, 64, 1, 0, 1, 1, 3.881378, 4, 1, -0.782104, o, 1, 25
3, 0, 1582673, 0.192383, aunt, 787, 0, 0, 1, 1, 0.000366, 433, 0, 0.049286, H, 1, 44115
0, 9, -6, -0.000977, drum, 3, 1, 0, 1, 1, -0.000244, 1388, 0, -0.803436, ;, 1, 0
a5, 1, 875, 23498.779297, art, 7, 1, 1, 0, 1, 12.950165, 42463, 0, -1281.444214, O, 0, 479
f, 6, -68, -72971.078125, chance, 23, 1, 0, 0, 0, 451.834930, 9, 1, 0.026581, M, 1, 0
0, 62, 755, 16911.076172, rain, 12, 1, 1, 0, 0, 0.688690, 7, 1, 91.067657, P, 1, 31530
b0, 185, 84660, -4483.492676, debt, 1, 1, 0, 0, 1, -0.002930, 319, 1, -51.427429, _, 1, 6735908
fd, 31, -607736, 863.684082, dress, 3, 1, 1, 0, 0, 0.000244, 93, 1, 46.997406, }, 1, 5
ff, 1, 27, 52905.457031, dogs, 37, 1, 0, 1, 0, -0.016235, 416, 0, -0.000275, J, 1, 3137
ff, 46, 186, 791.300781, help, 25900, 1, 1, 1, 0, -34.661194, 567, 1, -1.004639, +, 1, 433072105
1, 7, 384327, 0.101562, twist, 1, 0, 0, 1, 1, -0.022034, 47, 0, 0.283173, e, 1, 9
7, 6, 25264, -1027.932129, shame, 0, 1, 1, 0, 1, -4.764862, 8, 1, -0.058319, _, 0, 49502346
1, 39, 3303166, 0.173828, kitty, 3281, 0, 1, 0, 0, -3790.887939, 490, 1, 3.667297, /, 1, 1984817107
ff, 2, 0, 92.803711, glue, 50, 0, 0, 0, 1, 0.858429, 77, 0, -63.407471, N, 0, 84404054
f7, 236, 1264954, 29.811035, magic, 18310, 1, 1, 0, 1, 19215.394531, 14486, 1, 0.452545, T, 0, 2
